title,score
Jeff Dunham: All Over the Map,4.4
Suffragette,7.8
The Green Inferno,4.4
At the Dolphin Bay,6.6
Earthquake Bird,5.9
El sendero de la anaconda,5.3
GO! The Unforgettable Party,5.0
Guna 369,8.2
House Arrest,9.2
I'm with the Band: Nasty Cherry,4.8
Inheritors,9.3
K-On!,7.3
K-on! the movie,7.5
Klaus,7.9
La Robe De Mariee Des Cieux,7.9
Llama Llama,8.5
My MVP Valentine,6.7
My Sassy Girl,6.9
SunGanges,5.8
The Club,4.6
The Garden of Words,7.7
The Stranded,4.2
The Toys That Made Us,5.5
The Yard,4.5
Westside Story,5.0
Fadily Camara : La plus drôle de tes copines,7.5
My Dear Warrior,7.5
Maradona in Mexico,6.3
Chief of Staff,4.5
Jeff Garlin: Our Man In Chicago,6.4
A Single Man,5.9
Put Your Head on My Shoulder,8.0
To Be of Service,7.2
Little Things,6.7
Greatest Events of WWII in Colour,6.7
Green Eggs and Ham,9.3
Let It Snow,8.2
Paradise Beach,6.7
Wild District,6.6
U Turn,4.1
Burning Cane,9.2
SCAMS,5.8
Shadow,5.4
Luccas Neto in: Summer Camp,9.5
Sam & Cat,8.0
Seth Meyers: Lobby Baby,4.3
The End of the F***ing World,4.3
The Lovers,4.1
Tune in for Love,7.3
Undercover Brother 2,4.4
Meet the Adebanjos,9.1
Minimalism: A Documentary About the Important Things,9.2
Oththa Seruppu Size 7,7.0
The Devil Next Door,7.4
100 Things to do Before High School,5.6
A Fairly Odd Summer,4.4
Bella and the Bulldogs,8.1
Big Time Movie,4.6
Escape from Mr. Lemoncello’s Library,4.5
Hey Arnold! The Jungle Movie,5.7
Jinxed,4.1
LEGENDS OF THE HIDDEN TEMPLE,6.4
"Liar, Liar, Vampire",7.9
The Boy Who Cried Werewolf,8.4
The Massively Mixed-Up Middle School Mystery,7.3
Victorious,8.7
A Remarkable Tale,6.2
A Year In Space,8.7
Ad Vitam,6.8
American Son,5.2
Billy on the Street,9.2
Christmas in the Heartland,5.5
Christmas Survival,4.1
CLANNAD,5.3
Drive,6.0
Fire in Paradise,5.9
Haikyu!!,6.9
Holiday in the Wild,8.9
Holly Star,5.6
"Love, Chunibyo & Other Delusions!",6.9
Maid-Sama!,5.9
Mobile Suit Gundam: Iron-Blooded Orphans,8.5
Queer Eye: We're in Japan!,4.9
Santa Girl,4.6
The Boulet Brothers Dragula,6.8
The Deep,7.7
The House of Flowers Presents: The Funeral,8.4
The King,7.2
The Man Without Gravity,8.3
The Old Thieves: The Legend of Artegios,6.2
True: Grabbleapple Harvest,4.2
Vientos de agua,4.6
We Are the Wave,4.2
Zoé: Panoramas,5.8
Grego Rossello: Disculpe las molestias,6.7
KENGAN ASHURA,6.0
Nowhere Man,7.1
Sleepless Society: Bedtime Wishes,6.6
"Bring It On, Ghost",7.7
Mehandi Circus,7.7
Tomorrow with You,5.7
Tunnel,5.9
Arsenio Hall: Smart & Classy,7.2
Shine On with Reese,7.3
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,5.7
A 3 Minute Hug,5.8
Little Miss Sumo,7.8
"Wait, My Youth",7.6
A Little Thing Called First Love,4.7
BoJack Horseman,6.4
Brotherhood,8.9
Consequences,4.2
Dolemite Is My Name,8.7
Drug Squad: Costa del Sol,4.9
It Takes a Lunatic,6.8
Monzón: A Knockout Blow,6.3
My Next Guest with David Letterman and Shah Rukh Khan,4.1
Nailed It! France,9.0
Nailed It! Spain,6.5
Rattlesnake,9.2
The Awakening of Motti Wolkenbruch,5.6
The Untamed,8.8
Daybreak,9.1
Echo in the Canyon,7.1
Revenge of the Pontianak,5.1
"Breakfast, Lunch & Dinner",7.8
Dancing with the Birds,7.0
Master Z: The Ip Man Legacy,9.2
Jenny Slate: Stage Fright,6.4
Free Fire,5.5
Little Singham: Kaal Ki Tabaahi,4.8
The Command,7.8
10 Days in Sun City,9.4
"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",4.2
ChuChuTV Bedtime Stories & Moral Stories for Kids (English),8.1
ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),9.1
ChuChuTV Surprise Eggs Learning Videos (English),4.4
ChuChuTV Surprise Eggs Learning Videos (Hindi),4.6
Eli,7.8
In My Country,7.6
Interior Design Masters,4.4
Little Baby Bum: Nursery Rhyme Friends,8.6
"Love, Surreal and Odd",6.9
Mighty Little Bheem: Diwali,9.0
MONKART,8.8
Seventeen,8.5
Spirit Riding Free: Pony Tales,6.8
Tatu,5.4
Tell Me Who I Am,6.8
The Laundromat,4.6
Toon,7.6
Up North,4.7
Upstarts,6.8
Verses of Love 2,4.3
Chosen,5.6
THE UNLISTED,5.3
Another Miss Oh,7.4
Ghosts of Sugar Land,8.3
League of Legends Origins,4.3
Park Na-rae: Glamour Warning,8.7
Second 20s,8.7
Sinister 2,5.9
The Game Changers,7.6
Black Money Love,6.2
"Martin Matte: La vie, la mort...eh la la..!",4.8
Street Flow,6.9
The Lies Within,4.5
Bygones Be Bygones,8.8
El Camino: A Breaking Bad Movie,9.1
Fractured,8.5
Insatiable,7.1
The Bling Lagosians,7.1
The Forest of Love,9.4
The Hook Up Plan,5.4
The Influence,4.4
Beyblade Burst Turbo,7.1
GEN HOSHINO STADIUM TOUR “POP VIRUS”,5.8
Ultramarine Magmell,5.8
After,4.0
Home Is Where the Killer Is,7.3
Rhythm + Flow,5.5
Deon Cole: Cole Hearted,5.0
The Spooky Tale of Captain Underpants Hack-a-ween,4.2
Love for Sale,6.0
Legend Quest: Masters of Myth,8.8
My Country: The New Age,5.9
Noblemen,7.7
A Plastic Ocean,8.2
Brother in Love,5.8
Creeped Out,8.5
In the Tall Grass,7.8
Kids on the Block,7.1
Peaky Blinders,4.0
Raising Dion,4.2
Rotten,9.4
Super Monsters,8.3
Super Monsters: Vida's First Halloween,9.2
Seis Manos,9.0
Living Undocumented,4.1
Ready to Mingle,8.4
Salam - The First ****** Nobel Laureate,6.5
Cheese in the Trap,8.3
Chicago Typewriter,4.0
College Romance,5.6
Engineering Girls,8.1
First Kiss,8.4
Girls Hostel,7.4
Inmates,5.7
Limitless,5.7
Little Baby Bum: Go Buster,9.3
Miniforce X,6.4
Nikki Glaser: Bangin’,6.5
Rugrats in Paris: The Movie,7.0
The K2,6.3
The Liar and His Lover,7.0
The Rugrats Movie,6.4
The Squid and the Whale,8.5
Gotham,9.0
Mo Gilligan: Momentum,9.1
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,7.1
TUNA GIRL,6.4
Bard of Blood,7.9
Deliha 2,8.6
El Marginal,7.1
In the Shadow of the Moon,7.8
Sturgill Simpson Presents Sound & Fury,8.1
Malaal,7.7
The Grandmaster,8.1
The Inmate,5.1
Abstract: The Art of Design,6.7
Birders,7.2
Glitch,4.0
Oh! Baby (Malayalam),8.7
Oh! Baby (Tamil),7.4
Inside Man: Most Wanted,4.7
Jeff Dunham: Beside Himself,8.5
Manmadhudu 2,7.9
Under the Eiffel Tower,8.2
Do Paise Ki Dhoop Chaar Aane Ki Baarish,6.2
Vagabond,8.7
Between Two Ferns: The Movie,6.3
Criminal: France,7.1
Criminal: Germany,4.0
Criminal: Spain,7.5
Fastest Car,7.9
Inside Bill's Brain: Decoding Bill Gates,7.1
The Hockey Girls,6.7
Travel Mates 2,8.5
True: Tricky Treat Day,7.7
Kabir Singh,5.5
When the Camellia Blooms,9.3
Avengement,7.9
Sebastian Maniscalco: What's Wrong with People?,9.4
Los Tigres del Norte at Folsom Prison,9.3
Steal a Pencil for Me,9.1
Surviving R. Kelly,8.2
Oh! Baby,7.4
The Crystal Calls Making the Dark Crystal: Age of Resistance,4.9
"Hello, Privilege. It's Me, Chelsea",7.0
Kabaneri of the Iron Fortress: The Battle of Unato,8.2
Locked on You,6.9
Marianne,8.8
Shanghai Fortress,4.6
Tall Girl,6.1
Top Boy,6.8
Unbelievable,6.4
The I-Land,4.6
"The Mind, Explained",4.8
Bill Burr: Paper Tiger,8.6
Evelyn,6.7
Article 15,4.3
Care of Kancharapalem,4.1
Ee Nagaraniki Emaindi,6.6
Kill Me If You Dare,4.9
The Spy,7.9
American Factory: A Conversation with the Obamas,8.4
Saawan,5.3
Watchman,7.3
Elena,4.8
Loo Loo Kids: Johny & Friends Musical Adventures,5.7
Moving Art,8.9
Naruto,7.0
Olmo & the Seagull,8.9
Serial Killer with Piers Morgan,5.2
Spookley the Square Pumpkin,5.8
Uncle Naji in UAE,6.6
Luo Bao Bei,6.6
Back to School,9.5
Feo pero sabroso,4.6
Mi amigo Alexis,8.7
Styling Hollywood,8.8
The Dark Crystal: Age of Resistance,7.0
The Good Bandit,5.9
True and the Rainbow Kingdom,6.9
Unbridled,5.6
Falling Inn Love,8.4
Kardec,6.7
Travis Scott: Look Mom I Can Fly,9.1
Million Pound Menu,7.4
Dave Chappelle: Sticks & Stones,6.8
Drink Drank Drunk,7.9
13 Reasons Why: Beyond the Reasons,6.8
HERO MASK,9.0
Kaake Da Viyah,5.0
Marriage Palace,9.4
Mayday Life,8.5
Saavat,8.7
American Factory,6.7
Game Over (Hindi Version),8.6
Game Over (Tamil Version),5.7
Game Over (Telugu Version),8.2
Hyperdrive,4.8
The Girl Allergic to Wi-Fi,5.7
Our Planet - Behind The Scenes,6.5
Simon Amstell: Set Free,5.8
45 rpm,6.1
Apache: The Life of Carlos Tevez,8.5
Better Than Us,5.4
Diagnosis,8.1
Green Frontier,4.4
Invader Zim: Enter the Florpus,8.2
MINDHUNTER,8.4
Selfless,6.2
Sextuplets,8.0
Super Monsters Back to School,9.0
The King's Avatar,8.4
The Little Switzerland,6.1
Victim Number 8,6.7
Cannon Busters,8.3
Sacred Games,5.6
Til Death Do Us Part,8.4
Whindersson Nunes: Adult,5.8
Happy Jail,8.4
Uyare,4.5
90 ML,4.2
Calum von Moger: Unbroken,9.5
Hasta los dientes,8.8
Knightfall,8.9
DC Super Hero Girls,9.2
Colin Quinn: Red State Blue State,6.4
GLOW,5.6
IZombie,4.7
Jaoon Kahan Bata Ae Dil,6.8
Rocko's Modern Life: Static Cling,5.2
Sintonia,9.1
The Family,4.0
Bad Guys,4.8
Dollar,5.4
Jane The Virgin,5.1
Let's Eat 2,5.2
Let’s Eat,7.6
Misaeng,5.8
Oh My Ghost,7.4
Reply 1994,8.9
Reply 1997,7.3
Wu Assassins,7.8
Badla,6.0
Theo Von: No Offense,4.9
Crazy Beautiful You,5.8
I'm Brent Morin,9.3
Jim Jefferies : BARE,7.4
Screwball,5.5
Sebastian Maniscalco: Why Would You Do That,6.5
Enter the Anime,8.6
No Good Nick,7.7
No One Will Ever Know,7.1
Misfit,8.9
Basketball or Nothing,7.7
Léa & I,7.5
Otherhood,5.0
Uriyadi 2,4.6
Manu,9.3
Sleepless Society: Nyctophobia,7.3
The Letdown,6.3
The Red Sea Diving Resort,7.2
Whitney Cummings: Can I Touch It?,4.3
Twelve Forever,8.5
Boi,5.2
Eerie,8.4
Girls With Balls,6.9
My First First Love,5.5
The Son,4.2
Another Life,8.5
The Great Hack,5.0
Beat Bugs,4.3
D.L. Hughley: Contrarian,8.2
Demetri Martin: The Overthinker,5.9
The Beast Stalker,6.1
The Midas Touch,5.4
The Twins Effect II,8.7
Twins Mission,5.6
Sexy Central,5.2
"¡Ay, mi madre!",5.7
Comedians in Cars Getting Coffee,5.1
The Epic Tales of Captain Underpants,5.7
Typewriter,4.5
Rookie Historian Goo Hae-Ryung,4.9
Secret Obsession,6.3
Mauli,8.8
Pinky Malinky,4.3
Unrequited Love,5.2
Bogda,9.0
"Frankenstein’s Monster’s Monster, Frankenstein",8.9
Angel Beats!,7.7
Anohana: The Flower We Saw That Day,5.3
God Eater,6.3
GRANBLUE FANTASY the Animation,5.2
3Below: Tales of Arcadia,4.7
4L,6.1
Bonus Family,7.2
Cities of Last Things,6.0
Extreme Engagement,7.4
Kidnapping Stella,5.6
One Spring Night,5.9
PILI Fantasy: War of Dragons,8.3
Point Blank,8.8
The Milk System,5.8
True Tunes,7.1
Parchís: the Documentary,5.5
Aziz Ansari: RIGHT NOW,4.3
Free Rein,8.1
"River, el más grande siempre",4.9
The Legend of White Snake,6.3
Cristina,6.7
Kakegurui,5.0
Stranger Things,4.5
The Last Czars,5.9
Yummy Mummies,9.2
Bangkok Love Stories: Objects of Affection,7.4
Bangkok Love Stories: Plead,6.1
Designated Survivor: 60 Days,4.2
DreamWorks Kung Fu Panda Awesome Secrets,7.3
Hatchimals | Adventures in Hatchtopia,4.5
Katherine Ryan: Glitter Room,7.0
Molang,8.1
Rabbids Invasion,6.3
Record of Grancrest War,5.6
War Against Women,4.3
Inhuman Kiss,4.1
Romeo Akbar Walter,6.4
Scare Tactics,8.9
Super Deluxe,5.3
Dope,7.2
El testigo,7.8
Exhibit A,4.3
Instant Hotel,4.8
La Leyenda del Diamante,5.8
Motown Magic,7.7
Paquita Salas,6.4
ANIMA,8.0
Answer for Heaven,8.8
Daniel Sosa: Maleducado,8.2
Hikaru Utada Laughter in the Dark Tour 2018,9.5
Kahaani,8.1
Unbroken,8.7
Mike Epps: Only One Mike,8.6
Forest of Piano,8.0
Triple Threat,8.4
Blood Will Tell,9.1
Bolívar,6.6
EVANGELION: DEATH (TRUE)²,7.5
Girls Incarcerated,6.8
Go! Live Your Way,8.7
Magi: The Labyrinth of Magic,6.4
Neon Genesis Evangelion,8.5
Shooter,8.4
The Casketeers,9.3
The Confession Tapes,5.4
The End of Evangelion,7.9
Rakkhosh,8.2
The Wolf's Call,9.1
Beats,9.0
The Edge of Democracy,7.2
Adam Devine: Best Time of Our Lives,7.2
Cop Car,4.9
Right Here Right Now,9.4
Fate/Zero,5.4
Kill la Kill,8.0
Life Overtakes Me,8.4
Luckee,6.4
Pihu,5.2
Puella Magi Madoka Magica,5.0
Somewhere Only We Know,8.7
The Alcàsser Murders,6.8
Unit 42,4.5
Awake: The Million Dollar Game,7.9
Black Spot,5.4
DJ Cinderella,8.8
El desconocido,5.7
Girlfriends' Guide to Divorce,5.1
Leila,4.5
Marlon,6.8
Marvel's Jessica Jones,6.5
Murder Mystery,8.1
Yankee,6.6
Jinn,5.9
Oprah Presents When They See Us Now,5.4
The 3rd Eye 2,5.5
Jo Koy: Comin' In Hot,9.1
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,4.9
Upin & Ipin,9.4
Belmonte,5.8
Designated Survivor,4.5
Elisa & Marcela,5.4
I Am Mother,4.3
Luka Chuppi,8.3
Pachamama,6.8
Rock My Heart,5.9
Stree,7.6
Super Monsters Monster Pets,7.5
Tales of the City,9.2
The Black Godfather,9.3
Alles ist gut,7.7
A Silent Voice,8.5
Black Mirror,8.4
Cosmos Laundromat: First Cycle,6.7
Miranda Sings Live…Your Welcome,7.9
Silent,4.4
Documentary Now!,8.2
Malibu Rescue: The Series,9.3
Arthdal Chronicles,4.5
Krutant,8.6
A Thousand Goodnights,9.1
III Smoking Barrels,5.2
March Comes in Like a Lion,6.9
"Oh, Ramona!",9.1
We Are Legends,9.3
Bad Blood,4.7
Chopsticks,5.9
Killer Ratings,7.8
Mere Pyare Prime Minister,5.2
Pegasus,5.8
When They See Us,4.1
Svaha: The Sixth Finger,4.8
Historical Roasts,7.1
After Maria,7.6
Hyper HardBoiled Gourmet Report,7.6
Joy,8.3
Rim of the World,6.3
She's Gotta Have It,5.5
The Perfection,4.1
WHAT / IF,5.1
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,5.7
A Tale of Two Kitchens,5.0
The Man Who Feels No Pain,4.1
Wanda Sykes: Not Normal,4.9
Prince of Peoria,7.7
Rosario Tijeras,7.5
1994,9.1
Born in Gaza,8.4
Born in Syria,7.1
Dying to Tell,4.8
It's Bruno!,7.1
Maria,4.3
ReMastered: The Lion's Share,6.4
Saverio Raimondo: Il Satiro Parlante,6.1
See You Yesterday,6.4
White Gold,5.5
Good Sam,7.8
Jonaki,8.6
PATRICK (2019),8.2
Dennis and Gnasher Unleashed,7.5
Hamid,7.0
"Heidi, bienvenida a casa",4.2
I Hear You,8.0
Backdraft 2,7.0
Revisions,5.5
Still LAUGH-IN: The Stars Celebrate,5.8
Weed the People,9.1
Malibu Rescue,7.4
Merata: How Mum Decolonised the Screen,6.6
The Defected,7.4
Dry Martina,6.3
Shéhérazade,6.6
The Great Magician,5.6
Easy,6.4
In Family I Trust,7.8
Jailbirds,4.2
The Mechanism,8.4
The Princess Weiyoung,5.6
The Society,7.8
Wine Country,7.5
Gatao 2: Rise of the King,7.6
Away From Home,7.3
Bibik-Bibikku,9.3
Cinta 100KG,6.8
Cinta Iris,8.0
Cinta Si Wedding Planner,7.9
Cinta Teruna Kimchi,5.3
Secret of Success,5.6
The Missing Menu,6.3
Unchained Fate,5.5
Abyss,6.0
I Have a Script,6.2
In the Bosom of a Thorn,7.3
The Writer,5.2
What If?,8.4
Last Breath,6.4
The Wandering Earth,7.9
All In My Family,4.4
Crime Diaries: Night Out,6.6
Cupcake & Dino - General Services,4.2
Despite Everything,7.7
"Extremely Wicked, Shockingly Evil and Vile",5.9
Flinch,9.2
Jo Pil-ho: The Dawning Rage,5.8
The Last Summer,7.1
Tuca & Bertie,5.4
Laatu,7.4
Olympus Has Fallen,6.6
Code Geass: Lelouch of the Rebellion,6.0
John & Yoko: Above Us Only Sky,5.1
Knock Down The House,4.6
Munafik 2,4.7
Sur Sapata,9.5
A Home with A View,6.3
Angel 'N' Devil,4.0
Anthony Jeselnik: Fire in the Maternity Ward,9.2
Hong Kong West Side Stories,4.1
Ingress: The Animation,6.3
K.O. One Re-act,7.9
K.O.3an Guo,9.0
KO One Return,7.9
The Outsiders,6.5
Ash vs. Evil Dead,9.4
Teen Aur Aadha,4.2
Señora Acero,9.4
Chambers,8.7
Loving is Losing,9.1
Money Trap,5.4
Njan Prakashan,4.8
ReMastered: Devil at the Crossroads,7.6
Street Food,6.8
The Hateful Eight: Extended Version,6.9
A Fortunate Man,9.1
Grass Is Greener,7.4
Brené Brown: The Call to Courage,5.7
KO One,6.2
Lunatics,4.7
Music Teacher,5.1
My Dear Boy,4.8
Rilakkuma and Kaoru,8.5
Samantha!,7.9
Someone Great,6.9
The Ruthless,6.1
A Little Chaos,7.7
Franco Escamilla: Bienvenido al mundo,8.5
HOMECOMING: A film by Beyoncé,8.8
About Time,7.0
Super Monsters Furever Friends,8.5
Bollywood Calling,6.8
Ek Khiladi Ek Haseena,6.6
Generation Iron 3,8.8
Hazaaron Khwaishein Aisi,6.1
Jhankaar Beats,6.2
Mumbai Matinee,5.7
Rainbow Jelly,6.9
Shabd,7.0
Shortcut Safari,7.6
Thriller,6.4
Crazy Ex-Girlfriend,5.2
Who Would You Take to a Deserted Island?,8.8
Dabbe 5: Zehr-i Cin,5.9
Dabbe: The Possession,9.1
Francesco De Carlo: Cose di Questo Mondo,5.1
Huge in France,7.1
The Perfect Date,7.0
New Girl,8.6
Persona,4.8
Liss Pereira: Reteniendo líquidos,9.0
The Silence,6.9
You vs. Wild,7.2
Sarvam Thaala Mayam (Telugu Version),6.8
Petta (Telugu Version),4.2
Time: The Kalief Browder Story,6.7
Alien Warfare,5.4
Derek,5.9
Imposters,7.6
Our Planet,6.7
Petta,4.5
Quicksand,4.4
Rimba Racer,5.0
Roman Empire: Reign of Blood,5.0
Spirit: Riding Free,7.3
Tijuana,5.0
Unicorn Store,8.8
Possessed,5.2
Ricardo Quevedo: Los amargados somos más,4.5
Suzzanna: Buried Alive,8.8
Tango,5.6
Ek Ladki Ko Dekha Toh Aisa Laga,6.3
Jagat,9.3
Kevin Hart: Irresponsible,9.2
Kicko & Super Speedo,7.9
Love O2O,4.4
Pinky Memsaab,7.3
"That Winter, the Wind Blows",9.4
The Trap,9.2
Ultraman,4.6
Mercy Black,6.2
The Burial of Kojo,5.7
Pablo,4.7
15 August,7.8
Bayonet,5.5
Osmosis,5.9
Santa Clarita Diet,4.5
The Highwaymen,6.7
The Legend of Cocaine Island,4.9
The Terminal,6.4
Traitors,4.8
Versailles,9.2
Ainori Love Wagon: Asian Journey,4.8
Danur: I Can See Ghosts,6.9
Verses of Love,5.1
Nate Bargatze: The Tennessee Kid,4.4
Sei,5.1
The Eagle of El-Se'eed,4.3
Superlopez,4.8
Oversize Cops,6.7
Charlie's Colorforms City,7.6
Crime Diaries: The Candidate,4.5
Delhi Crime,6.4
Mirage,7.2
ReMastered: The Miami Showband Massacre,5.3
The 10 Sins,6.0
The Dirt,4.4
The OA,5.2
Antoine Griezmann: The Making of a Legend,6.6
Bo on the Go!,9.4
Stay Tuned!,9.5
The Amazing Praybeyt Benjamin,9.4
The Super Parental Guardians,6.3
The Third Party,4.4
The Unmarried Wife,5.8
Vince and Kath and James,5.3
Alexis Viera: A Story of Surviving,4.1
February 9,4.5
Imago,6.5
My Husband Won't Fit,5.9
Amy Schumer Growing,5.0
5 Flights Up,7.9
Green Door,6.0
Bombairiya,8.7
Burn Out,5.3
Edoardo Ferrario: Temi Caldi,7.0
Girl,5.0
If I Hadn't Met You,6.7
Jeff Dunham: Arguing with Myself,4.8
Jeff Dunham: Controlled Chaos,4.9
Jeff Dunham: Minding the Monsters,7.4
Jeff Dunham's Very Special Christmas Special,5.5
Late Life: The Chien-Ming Wang Story,4.9
My Pride,9.1
Paskal,4.2
Robozuna,7.1
The Disappearance of Madeleine McCann,7.0
Turn Up Charlie,5.4
A Love Story,6.5
Barcelona: A Love Untold,4.5
Everything About Her,8.0
Finally Found Someone,5.2
Seven Sundays,5.1
More to Say,5.7
The Land of Hypocrisy,9.0
Triple Frontier,8.4
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,9.2
Eugenie Nights,7.6
This Evening,7.6
Into the Badlands,6.6
Bangkok Love Stories: Hey You!,9.0
Disappearance,6.8
Hajwala 2: Mysterious Mission,6.0
Immortals,7.5
Juanita,7.0
Lady J,4.7
The Confrontation,6.2
Walk. Ride. Rodeo.,5.7
Nappily Ever After,8.7
Sisterakas,6.1
Starting Over Again,8.5
That Thing Called Tadhana,6.4
The Love Affair,8.1
American Crime Story: The People v. O.J. Simpson,4.7
Secret City,9.1
A Korean Odyssey,6.6
The Hard Way,5.4
Everyday I Love You,5.3
No Other Woman,5.5
River's Edge,6.0
Sarkar,7.9
Weapon of Choice,9.2
"2,215",7.7
BNK48: Girls Don't Cry,7.0
Budapest,6.5
Cricket Fever: Mumbai Indians,8.6
Larva Island,8.7
Losers,5.6
Northern Rescue,9.2
Pants on Fire,6.2
Paranormal Investigation,8.4
Radio Rebel,9.3
Sarvam Thaala Mayam (Tamil Version),7.9
The Boy Who Harnessed the Wind,4.9
The Disastrous Life of Saiki K.,7.2
The Last Runway,4.7
The Spiderwick Chronicles,8.3
Your Son,5.5
Quién te cantará,7.8
A Second Chance,9.0
Beauty and the Bestie,5.0
Bride For Rent,6.2
Can't Help Falling in Love,7.6
Evening Shadows,6.3
Four Sisters and a Wedding,5.0
It Takes a Man and a Woman,4.2
My Ex & Whys,6.2
She's Dating the Gangster,7.6
The Breakup Playlist,7.2
The Mistress,4.9
Unsolved,6.5
Zach Galifianakis: Live at the Purple Onion,6.0
Life of An Outcast,5.5
The Photographer Of Mauthausen,8.0
Bert Kreischer: The Machine,5.7
Chef's Table,7.0
Firebrand,9.1
Paddleton,7.0
Paris Is Us,7.4
Shonar Pahar,4.4
The Big Family Cooking Showdown,5.0
Z4,4.6
The Drug King,8.2
Kevin James: Sweat the Small Stuff,8.6
Transformer,5.0
Genius,5.2
Black Sea,5.8
Studio 54,7.3
Awe,7.4
Ayana,7.8
Behind the Curve,9.0
Buddies,5.6
Candyflip,7.6
Chameli,7.1
Fatso,5.7
Hjørdis,9.0
Larry Charles' Dangerous World of Comedy,4.5
Neevevaro,7.9
Pyaar Ke Side Effects,8.0
Sur: The Melody of Life,9.0
The 43,6.9
The Breaker Upperers,5.8
The Kirlian Frequency,8.6
Ugly Aur Pagli,8.2
Yucatán,6.8
Barbie Dreamhouse Adventures,8.2
"Ken Jeong: You Complete Me, Ho",5.5
Velvet Colección,7.2
Period. End of Sentence.,8.8
Iron Ladies,5.7
The Break,6.7
High Flying Bird,9.2
Kevin Hart's Guide to Black History,8.4
One Day at a Time,8.9
ReMastered: The Two Killings of Sam Cooke,6.1
The Tree of Blood,9.5
The Last of the Schmucks,4.8
Hidden Worlds,6.9
Live,6.6
"Ray Romano: Right Here, Around the Corner",8.4
Safe,9.0
Tayee,8.0
Violet Evergarden,7.4
Romance is a bonus book,6.4
Await Further Instructions,6.8
Manusangada,6.8
14 Minutes from Earth,4.1
Dear Ex,6.8
Free Rein: Valentine's Day,8.7
Lego DC Comics: Batman Be-Leaguered,7.9
LEGO Marvel Super Heroes: Black Panther,8.4
LEGO Marvel Super Heroes: Guardians of the Galaxy,6.1
Littlest Pet Shop: A World of Our Own,6.9
Russian Doll,4.2
Sparta,6.1
Sword Art Online Alternative: Gun Gale Online,6.6
True: Happy Hearts Day,5.4
Velvet Buzzsaw,4.2
Hantu Kak Limah,7.8
Love Off the Cuff,6.4
Paprika,6.3
Maharaja: The Story of Ranjit Singh,5.4
Virsa,7.0
Bhasmasur,6.4
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",6.6
High Society,7.2
Up Among  The Stars,4.0
Alt-Right: Age of Rage,9.0
Habibie & Ainun,4.4
Nathicharami,6.5
Rudy Habibie,5.1
Surga Yang Tak Dirindukan,6.9
Surga Yang Tak Dirindukan 2,5.5
A Taiwanese Tale of Two Cities,8.7
Z Nation,6.2
Goyo: The Boy General,7.5
Animas,5.4
Black Earth Rising,4.1
Club of Crows,6.2
Examination of Conscience,7.0
Mi Obra Maestra,6.5
Polar,9.3
The Perfect Match,7.9
Conversations with a Killer: The Ted Bundy Tapes,9.5
Just Love,5.6
Innocent,8.3
Close,7.1
FYRE: The Greatest Party That Never Happened,7.4
IO,9.4
Marvel's The Punisher,7.6
Memory Love,8.9
Old Lord Savanna,8.0
Patria,4.7
Soni,7.8
The World's Most Extraordinary Homes,6.7
Trigger Warning with Killer Mike,9.1
Abducted in Plain Sight,8.4
"Abdullah, The Final Witness",4.6
Adhugo,4.7
Echcharikkai,4.4
Lavender,6.7
Pandigai,4.4
Pari,8.0
Revenger,7.0
Sebastian Maniscalco: Stay Hungry,8.6
The Doll,5.5
The Doll 2,6.9
La Grande Chaumière Violette,4.6
Baazaar,8.9
All of You,5.0
Back with the Ex,4.6
Friends from College,5.1
Hardy Bucks,8.4
Horrid Henry,4.6
ReMastered: Massacre at the Stadium,7.4
Solo,8.1
The Last Laugh,8.1
Pocoyo,5.0
When Heroes Fly,4.3
GODZILLA The Planet Eater,6.5
Next Enti?,5.1
Komola Rocket,7.8
Nang Nak,6.0
And Breathe Normally,6.5
El Potro: Unstoppable,4.6
Lionheart,7.1
See You in Time,5.0
Déjà Vu,7.7
Monty Python and the Holy Grail,4.4
A Series of Unfortunate Events,9.4
Back to the 90s,7.8
COMEDIANS of the world,5.0
Merku Thodarchi Malai,4.1
Moshe Kasher: Live in Oakland,5.8
Pokémon the Movie: I Choose You!,4.8
Puriyatha Puthir,5.2
Taramani,8.8
The Paper,7.3
Tidying Up with Marie Kondo,5.0
Whitney Cummings: Money Shot,7.1
Bill Hicks: One Night Stand,5.4
Bill Hicks: Reflections,9.4
Bill Hicks: Relentless,4.2
Bill Hicks: Revelations,8.0
Bill Hicks: Sane Man,8.3
Gina Yashere: Laughing to America,4.4
Gina Yashere: Skinny B*tch,4.9
